DateTime,Temp (deg),EC@25 (uS/cm),SensorID
14/07/2024 2:31,9.77,5760,Odyssey15003
14/07/2024 2:08,10.08,2028,Odyssey15002_location2
14/07/2024 1:33,7.67,1253,Odyssey15013
14/07/2024 1:25,10.4,513,Odyssey15014
14/07/2024 0:31,10.25,5814,Odyssey15003
14/07/2024 0:08,10.25,2018,Odyssey15002_location2
13/07/2024 23:33,7.96,1236,Odyssey15013
13/07/2024 23:25,10.78,480,Odyssey15014
13/07/2024 22:31,11.08,6026,Odyssey15003
13/07/2024 22:08,10.35,1999,Odyssey15002_location2
13/07/2024 21:33,8.78,1243,Odyssey15013
13/07/2024 21:25,11.04,473,Odyssey15014
13/07/2024 20:31,11.53,5417,Odyssey15003
13/07/2024 20:08,10.66,4251,Odyssey15002_location2
13/07/2024 19:33,9.85,1260,Odyssey15013
13/07/2024 19:25,11.33,461,Odyssey15014
13/07/2024 18:31,12.36,5919,Odyssey15003
13/07/2024 18:08,11.1,1837,Odyssey15002_location2
13/07/2024 17:33,10.76,1319,Odyssey15013
13/07/2024 17:25,11.74,445,Odyssey15014
13/07/2024 16:31,12.89,5624,Odyssey15003
13/07/2024 16:08,11.3,1820,Odyssey15002_location2
13/07/2024 15:33,12.4,1340,Odyssey15013
13/07/2024 15:25,12.07,431,Odyssey15014
13/07/2024 14:31,13.03,5691,Odyssey15003
13/07/2024 14:08,11.2,1840,Odyssey15002_location2
13/07/2024 13:33,16.04,1347,Odyssey15013
13/07/2024 13:25,11.96,427,Odyssey15014
13/07/2024 12:31,11.95,5398,Odyssey15003
13/07/2024 12:08,11.24,2487,Odyssey15002_location2
13/07/2024 11:33,14.5,1395,Odyssey15013
13/07/2024 11:25,10.72,509,Odyssey15014
13/07/2024 10:31,10.19,5503,Odyssey15003
13/07/2024 10:08,10.54,2526,Odyssey15002_location2
13/07/2024 9:33,10.16,1336,Odyssey15013
13/07/2024 9:25,10,575,Odyssey15014
13/07/2024 8:31,9.66,5760,Odyssey15003
13/07/2024 8:08,10.19,2283,Odyssey15002_location2
13/07/2024 7:33,8.32,1295,Odyssey15013
13/07/2024 7:25,10.11,556,Odyssey15014
13/07/2024 6:31,10.28,6064,Odyssey15003
13/07/2024 6:08,10.38,1953,Odyssey15002_location2
13/07/2024 5:33,9.13,1281,Odyssey15013
13/07/2024 5:25,10.26,567,Odyssey15014
13/07/2024 4:31,10.36,5684,Odyssey15003
13/07/2024 4:08,10.43,2192,Odyssey15002_location2
13/07/2024 3:33,9.57,1329,Odyssey15013
13/07/2024 3:25,10.31,560,Odyssey15014
13/07/2024 2:31,10.58,5687,Odyssey15003
13/07/2024 2:08,10.45,2038,Odyssey15002_location2
13/07/2024 1:33,9.63,1323,Odyssey15013
13/07/2024 1:25,10.34,560,Odyssey15014
13/07/2024 0:31,10.81,5337,Odyssey15003
13/07/2024 0:08,10.45,2172,Odyssey15002_location2
12/07/2024 23:33,9.28,1291,Odyssey15013
12/07/2024 23:25,10.4,553,Odyssey15014
12/07/2024 22:31,11.08,5941,Odyssey15003
12/07/2024 22:08,10.47,2032,Odyssey15002_location2
12/07/2024 21:33,8.6,1319,Odyssey15013
12/07/2024 21:25,10.61,538,Odyssey15014
12/07/2024 20:31,12.14,6061,Odyssey15003
12/07/2024 20:08,10.72,4569,Odyssey15002_location2
12/07/2024 19:33,8.32,1323,Odyssey15013
12/07/2024 19:25,10.99,513,Odyssey15014
12/07/2024 18:31,12.46,6010,Odyssey15003
12/07/2024 18:08,11.27,2296,Odyssey15002_location2
12/07/2024 17:33,11.34,1412,Odyssey15013
12/07/2024 17:25,11.6,467,Odyssey15014
12/07/2024 16:31,13.43,6004,Odyssey15003
12/07/2024 16:08,11.54,2104,Odyssey15002_location2
12/07/2024 15:33,15.04,1430,Odyssey15013
12/07/2024 15:25,12.02,445,Odyssey15014
12/07/2024 14:31,12.98,5541,Odyssey15003
12/07/2024 14:08,11.36,2104,Odyssey15002_location2
12/07/2024 13:33,15.21,1250,Odyssey15013
12/07/2024 13:25,11.67,455,Odyssey15014
12/07/2024 12:31,11.7,5662,Odyssey15003
12/07/2024 12:08,10.91,2648,Odyssey15002_location2
12/07/2024 11:33,13.36,1004,Odyssey15013
12/07/2024 11:25,10.22,582,Odyssey15014
12/07/2024 10:31,9.92,5500,Odyssey15003
12/07/2024 10:08,10.14,2654,Odyssey15002_location2
12/07/2024 9:33,9.21,979,Odyssey15013
12/07/2024 9:25,9.67,611,Odyssey15014
12/07/2024 8:31,9.32,5659,Odyssey15003
12/07/2024 8:08,9.79,2452,Odyssey15002_location2
12/07/2024 7:33,8.54,1011,Odyssey15013
12/07/2024 7:25,9.61,618,Odyssey15014
12/07/2024 6:31,9.56,5982,Odyssey15003
12/07/2024 6:08,9.85,2055,Odyssey15002_location2
12/07/2024 5:33,7.83,1080,Odyssey15013
12/07/2024 5:25,9.7,607,Odyssey15014
12/07/2024 4:31,9.92,6181,Odyssey15003
12/07/2024 4:08,10,2084,Odyssey15002_location2
12/07/2024 3:33,8.45,1146,Odyssey15013
12/07/2024 3:25,9.92,607,Odyssey15014
12/07/2024 2:31,9.98,6020,Odyssey15003
12/07/2024 2:08,10.13,2087,Odyssey15002_location2
12/07/2024 1:33,9.62,1205,Odyssey15013
12/07/2024 1:25,10.02,607,Odyssey15014
12/07/2024 0:31,10.19,5985,Odyssey15003
12/07/2024 0:08,10.2,2241,Odyssey15002_location2
11/07/2024 23:33,9.9,1184,Odyssey15013
11/07/2024 23:25,10.07,611,Odyssey15014
11/07/2024 22:31,10.21,6159,Odyssey15003
11/07/2024 22:08,10.24,2068,Odyssey15002_location2
11/07/2024 21:33,10.04,1177,Odyssey15013
11/07/2024 21:25,10.11,611,Odyssey15014
11/07/2024 20:31,10.25,6303,Odyssey15003
11/07/2024 20:08,10.26,2015,Odyssey15002_location2
11/07/2024 19:33,10.5,1264,Odyssey15013
11/07/2024 19:25,10.18,600,Odyssey15014
11/07/2024 18:31,10.46,6369,Odyssey15003
11/07/2024 18:08,10.29,2306,Odyssey15002_location2
11/07/2024 17:33,9.98,1298,Odyssey15013
11/07/2024 17:25,10.33,593,Odyssey15014
11/07/2024 16:31,10.76,6404,Odyssey15003
11/07/2024 16:08,10.38,2146,Odyssey15002_location2
11/07/2024 15:33,12.11,1271,Odyssey15013
11/07/2024 15:25,10.4,582,Odyssey15014
11/07/2024 14:31,10.5,6247,Odyssey15003
11/07/2024 14:08,10.31,2022,Odyssey15002_location2
11/07/2024 13:33,12.6,1316,Odyssey15013
11/07/2024 13:25,10.05,611,Odyssey15014
11/07/2024 12:31,9.58,6551,Odyssey15003
11/07/2024 12:08,9.87,2012,Odyssey15002_location2
11/07/2024 11:33,11.24,1343,Odyssey15013
11/07/2024 11:25,9.63,666,Odyssey15014
11/07/2024 10:31,8.45,6281,Odyssey15003
11/07/2024 10:08,9.66,1916,Odyssey15002_location2
11/07/2024 9:33,9.92,1298,Odyssey15013
11/07/2024 9:25,9.35,687,Odyssey15014
11/07/2024 8:31,8.32,5627,Odyssey15003
11/07/2024 8:08,9.55,1969,Odyssey15002_location2
11/07/2024 7:33,8.93,1212,Odyssey15013
11/07/2024 7:25,9.37,673,Odyssey15014
11/07/2024 6:31,8.41,6010,Odyssey15003
11/07/2024 6:08,9.67,1953,Odyssey15002_location2
11/07/2024 5:33,8.62,1129,Odyssey15013
11/07/2024 5:25,9.58,666,Odyssey15014
11/07/2024 4:31,8.67,5988,Odyssey15003
11/07/2024 4:08,9.83,1953,Odyssey15002_location2
11/07/2024 3:33,8.28,1031,Odyssey15013
11/07/2024 3:25,9.74,651,Odyssey15014
11/07/2024 2:31,9.25,5805,Odyssey15003
11/07/2024 2:08,10.01,1946,Odyssey15002_location2
11/07/2024 1:33,7.47,1011,Odyssey15013
11/07/2024 1:25,9.95,640,Odyssey15014
11/07/2024 0:31,9.72,4984,Odyssey15003
11/07/2024 0:08,10.25,1919,Odyssey15002_location2
10/07/2024 23:33,5.73,937,Odyssey15013
10/07/2024 23:25,10.24,615,Odyssey15014
10/07/2024 22:31,10.81,5931,Odyssey15003
10/07/2024 22:08,10.65,1857,Odyssey15002_location2
10/07/2024 21:33,6.49,941,Odyssey15013
10/07/2024 21:25,10.66,582,Odyssey15014
10/07/2024 20:31,11.53,6124,Odyssey15003
10/07/2024 20:08,10.99,1847,Odyssey15002_location2
10/07/2024 19:33,7.96,941,Odyssey15013
10/07/2024 19:25,11.17,546,Odyssey15014
10/07/2024 18:31,12.15,6184,Odyssey15003
10/07/2024 18:08,11.38,1787,Odyssey15002_location2
10/07/2024 17:33,9.39,1024,Odyssey15013
10/07/2024 17:25,11.8,509,Odyssey15014
10/07/2024 16:31,12.99,6020,Odyssey15003
10/07/2024 16:08,11.74,1747,Odyssey15002_location2
10/07/2024 15:33,14.84,1018,Odyssey15013
10/07/2024 15:25,12.26,477,Odyssey15014
10/07/2024 14:31,12.74,5903,Odyssey15003
10/07/2024 14:08,11.73,1790,Odyssey15002_location2
10/07/2024 13:33,14.04,1045,Odyssey15013
10/07/2024 13:25,11.57,494,Odyssey15014
10/07/2024 12:31,11.55,5884,Odyssey15003
10/07/2024 12:08,11.23,1827,Odyssey15002_location2
10/07/2024 11:33,13.06,1073,Odyssey15013
10/07/2024 11:25,10.65,567,Odyssey15014
10/07/2024 10:31,10.08,6203,Odyssey15003
10/07/2024 10:08,10.41,1890,Odyssey15002_location2
10/07/2024 9:33,9.83,1104,Odyssey15013
10/07/2024 9:25,10.24,597,Odyssey15014
10/07/2024 8:31,9.79,6221,Odyssey15003
10/07/2024 8:08,10.29,1949,Odyssey15002_location2
10/07/2024 7:33,9.44,1066,Odyssey15013
10/07/2024 7:25,10.38,582,Odyssey15014
10/07/2024 6:31,10.27,5963,Odyssey15003
10/07/2024 6:08,10.46,1919,Odyssey15002_location2
10/07/2024 5:33,9.58,1035,Odyssey15013
10/07/2024 5:25,10.58,564,Odyssey15014
10/07/2024 4:31,10.68,5976,Odyssey15003
10/07/2024 4:08,10.63,1923,Odyssey15002_location2
10/07/2024 3:33,9.69,1018,Odyssey15013
10/07/2024 3:25,10.75,549,Odyssey15014
10/07/2024 2:31,11.1,5966,Odyssey15003
10/07/2024 2:08,10.8,1886,Odyssey15002_location2
10/07/2024 1:33,9.96,990,Odyssey15013
10/07/2024 1:25,10.94,535,Odyssey15014
10/07/2024 0:31,11.47,6114,Odyssey15003
10/07/2024 0:08,10.9,1870,Odyssey15002_location2
9/07/2024 23:33,10.17,917,Odyssey15013
9/07/2024 23:25,11.13,509,Odyssey15014
9/07/2024 22:31,11.8,6369,Odyssey15003
9/07/2024 22:08,11.08,1853,Odyssey15002_location2
9/07/2024 21:33,10.56,826,Odyssey15013
9/07/2024 21:25,11.28,487,Odyssey15014
9/07/2024 20:31,12.12,6171,Odyssey15003
9/07/2024 20:08,11.26,1850,Odyssey15002_location2
9/07/2024 19:33,10.94,735,Odyssey15013
9/07/2024 19:25,11.55,461,Odyssey15014
9/07/2024 18:31,12.63,6313,Odyssey15003
9/07/2024 18:08,11.41,1823,Odyssey15002_location2
9/07/2024 17:33,11.59,665,Odyssey15013
9/07/2024 17:25,11.77,441,Odyssey15014
9/07/2024 16:31,13.01,6181,Odyssey15003
9/07/2024 16:08,11.53,1800,Odyssey15002_location2
9/07/2024 15:33,12.96,794,Odyssey15013
9/07/2024 15:25,11.62,437,Odyssey15014
9/07/2024 14:31,12.59,6272,Odyssey15003
9/07/2024 14:08,11.15,1850,Odyssey15002_location2
9/07/2024 13:33,12.67,745,Odyssey15013
9/07/2024 13:25,11.14,465,Odyssey15014
9/07/2024 12:31,12.04,6265,Odyssey15003
9/07/2024 12:08,10.72,1890,Odyssey15002_location2
9/07/2024 11:33,12.13,833,Odyssey15013
9/07/2024 11:25,10.59,567,Odyssey15014
9/07/2024 10:31,11.21,6080,Odyssey15003
9/07/2024 10:08,10.35,1962,Odyssey15002_location2
9/07/2024 9:33,10.74,1011,Odyssey15013
9/07/2024 9:25,10.18,607,Odyssey15014
9/07/2024 8:31,10.89,6168,Odyssey15003
9/07/2024 8:08,10.17,1982,Odyssey15002_location2
9/07/2024 7:33,10.06,1021,Odyssey15013
9/07/2024 7:25,10.13,615,Odyssey15014
9/07/2024 6:31,10.93,6221,Odyssey15003
9/07/2024 6:08,10.19,1976,Odyssey15002_location2
9/07/2024 5:33,9.88,976,Odyssey15013
9/07/2024 5:25,10.17,615,Odyssey15014
9/07/2024 4:31,10.91,5947,Odyssey15003
9/07/2024 4:08,10.24,1989,Odyssey15002_location2
9/07/2024 3:33,9.42,875,Odyssey15013
9/07/2024 3:25,10.28,618,Odyssey15014
9/07/2024 2:31,11.21,6476,Odyssey15003
9/07/2024 2:08,10.31,1979,Odyssey15002_location2
9/07/2024 1:33,10.06,633,Odyssey15013
9/07/2024 1:25,10.32,622,Odyssey15014
9/07/2024 0:31,11.27,6466,Odyssey15003
9/07/2024 0:08,10.36,1995,Odyssey15002_location2
8/07/2024 23:25,10.33,618,Odyssey15014
8/07/2024 22:31,11.35,6526,Odyssey15003
8/07/2024 22:08,10.43,1982,Odyssey15002_location2
8/07/2024 21:25,10.36,618,Odyssey15014
8/07/2024 20:31,11.49,6482,Odyssey15003
8/07/2024 20:08,10.54,1929,Odyssey15002_location2
8/07/2024 19:25,10.41,607,Odyssey15014
8/07/2024 18:31,11.56,6206,Odyssey15003
8/07/2024 18:08,10.6,1985,Odyssey15002_location2
8/07/2024 17:25,10.43,593,Odyssey15014
8/07/2024 16:31,11.8,6416,Odyssey15003
8/07/2024 16:08,10.62,1966,Odyssey15002_location2
8/07/2024 15:25,10.32,593,Odyssey15014
8/07/2024 14:31,11.54,6435,Odyssey15003
8/07/2024 14:08,10.49,1995,Odyssey15002_location2
8/07/2024 13:25,9.85,626,Odyssey15014
8/07/2024 12:31,10.11,6369,Odyssey15003
8/07/2024 12:08,9.79,2078,Odyssey15002_location2
8/07/2024 11:33,12.4,871,Odyssey15013
8/07/2024 11:25,8.72,734,Odyssey15014
8/07/2024 10:31,8.46,6218,Odyssey15003
8/07/2024 10:08,9.09,2159,Odyssey15002_location2
8/07/2024 9:33,8.2,1024,Odyssey15013
8/07/2024 9:25,8.05,803,Odyssey15014
8/07/2024 8:31,8.06,5856,Odyssey15003
8/07/2024 8:08,8.83,2319,Odyssey15002_location2
8/07/2024 7:33,6.31,948,Odyssey15013
8/07/2024 7:25,7.99,803,Odyssey15014
8/07/2024 6:31,8.21,6187,Odyssey15003
8/07/2024 6:08,8.9,2257,Odyssey15002_location2
8/07/2024 5:33,6.02,976,Odyssey15013
8/07/2024 5:25,8.03,803,Odyssey15014
8/07/2024 4:31,8.36,6221,Odyssey15003
8/07/2024 4:08,8.96,2192,Odyssey15002_location2
8/07/2024 3:33,4.52,896,Odyssey15013
8/07/2024 3:25,8.27,799,Odyssey15014
8/07/2024 2:31,8.83,6089,Odyssey15003
8/07/2024 2:08,9.11,2179,Odyssey15002_location2
8/07/2024 1:33,4.5,875,Odyssey15013
8/07/2024 1:25,8.77,767,Odyssey15014
8/07/2024 0:31,9.42,6036,Odyssey15003
8/07/2024 0:08,9.3,2153,Odyssey15002_location2
7/07/2024 23:33,4.82,815,Odyssey15013
7/07/2024 23:25,9.3,723,Odyssey15014
7/07/2024 22:31,9.88,6108,Odyssey15003
7/07/2024 22:08,9.54,2140,Odyssey15002_location2
7/07/2024 21:33,7.28,728,Odyssey15013
7/07/2024 21:25,9.75,684,Odyssey15014
7/07/2024 20:31,10.37,6026,Odyssey15003
7/07/2024 20:08,10.04,2110,Odyssey15002_location2
7/07/2024 19:25,10.14,658,Odyssey15014
7/07/2024 18:31,11.09,5716,Odyssey15003
7/07/2024 18:08,10.37,2123,Odyssey15002_location2
7/07/2024 17:25,10.55,629,Odyssey15014
7/07/2024 16:31,11.86,6007,Odyssey15003
7/07/2024 16:08,10.64,2146,Odyssey15002_location2
7/07/2024 15:25,10.47,666,Odyssey15014
7/07/2024 14:31,11.97,5691,Odyssey15003
7/07/2024 14:08,10.65,2035,Odyssey15002_location2
7/07/2024 13:25,9.64,702,Odyssey15014
7/07/2024 12:31,10.04,5560,Odyssey15003
7/07/2024 12:08,9.95,2143,Odyssey15002_location2
7/07/2024 11:33,10.19,1101,Odyssey15013
7/07/2024 11:25,8.9,741,Odyssey15014
7/07/2024 10:31,8.55,5579,Odyssey15003
7/07/2024 10:08,9.08,2215,Odyssey15002_location2
7/07/2024 9:33,6.01,1097,Odyssey15013
7/07/2024 9:25,8.39,774,Odyssey15014
7/07/2024 8:31,8.36,5414,Odyssey15003
7/07/2024 8:08,8.93,2264,Odyssey15002_location2
7/07/2024 7:33,3.86,1038,Odyssey15013
7/07/2024 7:25,8.5,756,Odyssey15014
7/07/2024 6:31,9.09,5621,Odyssey15003
7/07/2024 6:08,9.09,2195,Odyssey15002_location2
7/07/2024 5:33,5.42,983,Odyssey15013
7/07/2024 5:25,8.85,745,Odyssey15014
7/07/2024 4:31,9.54,5678,Odyssey15003
7/07/2024 4:08,9.22,2208,Odyssey15002_location2
7/07/2024 3:33,6,1018,Odyssey15013
7/07/2024 3:25,8.99,734,Odyssey15014
7/07/2024 2:31,9.98,5944,Odyssey15003
7/07/2024 2:08,9.33,2202,Odyssey15002_location2
7/07/2024 1:33,5.43,976,Odyssey15013
7/07/2024 1:25,9.25,723,Odyssey15014
7/07/2024 0:31,10.26,5751,Odyssey15003
7/07/2024 0:08,9.46,2247,Odyssey15002_location2
6/07/2024 23:33,4.49,917,Odyssey15013
6/07/2024 23:25,9.74,691,Odyssey15014
6/07/2024 22:31,11.06,6023,Odyssey15003
6/07/2024 22:08,9.89,2156,Odyssey15002_location2
6/07/2024 21:33,6.67,906,Odyssey15013
6/07/2024 21:25,10.23,658,Odyssey15014
6/07/2024 20:31,11.33,5909,Odyssey15003
6/07/2024 20:08,10.09,2120,Odyssey15002_location2
6/07/2024 19:33,6.9,882,Odyssey15013
6/07/2024 19:25,10.69,633,Odyssey15014
6/07/2024 18:31,12.2,5206,Odyssey15003
6/07/2024 18:08,10.36,2097,Odyssey15002_location2
6/07/2024 17:33,8.81,693,Odyssey15013
6/07/2024 17:25,11.08,611,Odyssey15014
6/07/2024 16:31,12.77,5215,Odyssey15003
6/07/2024 16:08,10.79,2094,Odyssey15002_location2
6/07/2024 15:25,11.12,651,Odyssey15014
6/07/2024 14:31,12.77,5263,Odyssey15003
6/07/2024 14:08,10.77,2074,Odyssey15002_location2
6/07/2024 13:25,10.78,633,Odyssey15014
6/07/2024 12:31,11.27,5506,Odyssey15003
6/07/2024 12:08,10.19,2225,Odyssey15002_location2
6/07/2024 11:33,13.1,707,Odyssey15013
6/07/2024 11:25,10,684,Odyssey15014
6/07/2024 10:31,9.59,5493,Odyssey15003
6/07/2024 10:08,9.67,2274,Odyssey15002_location2
6/07/2024 9:33,9.06,1115,Odyssey15013
6/07/2024 9:25,9.07,745,Odyssey15014
6/07/2024 8:31,9.12,5599,Odyssey15003
6/07/2024 8:08,9.43,2474,Odyssey15002_location2
6/07/2024 7:33,7.76,927,Odyssey15013
6/07/2024 7:25,8.95,756,Odyssey15014
6/07/2024 6:31,9.42,5935,Odyssey15003
6/07/2024 6:08,9.44,2225,Odyssey15002_location2
6/07/2024 5:33,7.56,913,Odyssey15013
6/07/2024 5:25,8.98,752,Odyssey15014
6/07/2024 4:31,9.22,5649,Odyssey15003
6/07/2024 4:08,9.44,2332,Odyssey15002_location2
6/07/2024 3:33,6.01,756,Odyssey15013
6/07/2024 3:25,9.17,741,Odyssey15014
6/07/2024 2:31,9.43,5703,Odyssey15003
6/07/2024 2:08,9.6,2169,Odyssey15002_location2
6/07/2024 1:33,6.89,829,Odyssey15013
6/07/2024 1:25,9.45,716,Odyssey15014
6/07/2024 0:31,9.94,5519,Odyssey15003
6/07/2024 0:08,9.84,2172,Odyssey15002_location2
5/07/2024 23:33,8.24,965,Odyssey15013
5/07/2024 23:25,9.65,702,Odyssey15014
5/07/2024 22:31,10.39,5703,Odyssey15003
5/07/2024 22:08,9.99,2130,Odyssey15002_location2
5/07/2024 21:33,8.66,1007,Odyssey15013
5/07/2024 21:25,9.93,687,Odyssey15014
5/07/2024 20:31,10.74,5321,Odyssey15003
5/07/2024 20:08,10.07,2110,Odyssey15002_location2
5/07/2024 19:33,9.04,1011,Odyssey15013
5/07/2024 19:25,10.18,669,Odyssey15014
5/07/2024 18:31,11.02,5767,Odyssey15003
5/07/2024 18:08,10.2,2137,Odyssey15002_location2
5/07/2024 17:33,9.87,1028,Odyssey15013
5/07/2024 17:25,10.56,651,Odyssey15014
5/07/2024 16:31,11.57,5023,Odyssey15003
5/07/2024 16:08,10.53,2084,Odyssey15002_location2
5/07/2024 15:33,11.03,1021,Odyssey15013
5/07/2024 15:25,10.56,644,Odyssey15014
5/07/2024 14:31,11.57,5509,Odyssey15003
5/07/2024 14:08,10.58,2104,Odyssey15002_location2
5/07/2024 13:33,12.27,1056,Odyssey15013
5/07/2024 13:25,10.17,687,Odyssey15014
5/07/2024 12:31,10.82,5347,Odyssey15003
5/07/2024 12:08,10.19,2189,Odyssey15002_location2
5/07/2024 11:33,11.72,1177,Odyssey15013
5/07/2024 11:25,9.51,741,Odyssey15014
5/07/2024 10:31,9.7,4987,Odyssey15003
5/07/2024 10:08,9.57,2218,Odyssey15002_location2
5/07/2024 9:33,9.6,1122,Odyssey15013
5/07/2024 9:25,8.93,803,Odyssey15014
5/07/2024 8:31,9.32,5093,Odyssey15003
5/07/2024 8:08,9.36,2221,Odyssey15002_location2
5/07/2024 7:33,8.92,1104,Odyssey15013
5/07/2024 7:25,8.81,824,Odyssey15014
5/07/2024 6:31,9.27,5551,Odyssey15003
5/07/2024 6:08,9.36,2218,Odyssey15002_location2
5/07/2024 5:33,8.98,1063,Odyssey15013
5/07/2024 5:25,8.77,831,Odyssey15014
5/07/2024 4:31,9.27,5605,Odyssey15003
5/07/2024 4:08,9.31,2186,Odyssey15002_location2
5/07/2024 3:33,8.9,1028,Odyssey15013
5/07/2024 3:25,8.72,838,Odyssey15014
5/07/2024 2:31,9.28,5353,Odyssey15003
5/07/2024 2:08,9.27,2166,Odyssey15002_location2
5/07/2024 1:33,8.82,997,Odyssey15013
5/07/2024 1:25,8.69,838,Odyssey15014
5/07/2024 0:31,9.24,5321,Odyssey15003
5/07/2024 0:08,9.22,2182,Odyssey15002_location2
4/07/2024 23:33,8.24,965,Odyssey15013
4/07/2024 23:25,8.71,835,Odyssey15014
4/07/2024 22:31,9.48,5203,Odyssey15003
4/07/2024 22:08,9.3,2231,Odyssey15002_location2
4/07/2024 21:33,8.92,885,Odyssey15013
4/07/2024 21:25,8.76,824,Odyssey15014
4/07/2024 20:31,9.64,5691,Odyssey15003
4/07/2024 20:08,9.34,2254,Odyssey15002_location2
4/07/2024 19:33,8.72,937,Odyssey15013
4/07/2024 19:25,9.02,799,Odyssey15014
4/07/2024 18:31,9.85,5928,Odyssey15003
4/07/2024 18:08,9.44,2264,Odyssey15002_location2
4/07/2024 17:33,9.6,1361,Odyssey15013
4/07/2024 17:25,9.09,767,Odyssey15014
4/07/2024 16:31,9.87,5963,Odyssey15003
4/07/2024 16:08,9.6,2290,Odyssey15002_location2
4/07/2024 15:33,10.01,1395,Odyssey15013
4/07/2024 15:25,9.01,770,Odyssey15014
4/07/2024 14:31,9.95,5691,Odyssey15003
4/07/2024 14:08,9.49,2208,Odyssey15002_location2
4/07/2024 13:33,10.26,1426,Odyssey15013
4/07/2024 13:25,8.62,795,Odyssey15014
4/07/2024 12:31,9.37,5643,Odyssey15003
4/07/2024 12:08,9.15,2205,Odyssey15002_location2
4/07/2024 11:33,10.4,1409,Odyssey15013
4/07/2024 11:25,8.24,828,Odyssey15014
4/07/2024 10:31,7.95,5503,Odyssey15003
4/07/2024 10:08,8.58,2338,Odyssey15002_location2
4/07/2024 9:33,7.87,1436,Odyssey15013
4/07/2024 9:25,7.8,863,Odyssey15014
4/07/2024 8:31,7.66,5493,Odyssey15003
4/07/2024 8:08,8.22,2390,Odyssey15002_location2
4/07/2024 7:33,4.82,1523,Odyssey15013
4/07/2024 7:25,7.76,853,Odyssey15014
4/07/2024 6:31,7.93,5710,Odyssey15003
4/07/2024 6:08,8.32,2384,Odyssey15002_location2
4/07/2024 5:33,5.07,1516,Odyssey15013
4/07/2024 5:25,8.05,846,Odyssey15014
4/07/2024 4:31,8.66,5859,Odyssey15003
4/07/2024 4:08,8.51,2335,Odyssey15002_location2
4/07/2024 3:33,6.23,1488,Odyssey15013
4/07/2024 3:25,8.24,849,Odyssey15014
4/07/2024 2:31,8.88,5726,Odyssey15003
4/07/2024 2:08,8.63,2406,Odyssey15002_location2
4/07/2024 1:33,6.6,1474,Odyssey15013
4/07/2024 1:25,8.36,849,Odyssey15014
4/07/2024 0:31,8.81,5583,Odyssey15003
4/07/2024 0:08,8.77,2312,Odyssey15002_location2
3/07/2024 23:33,6.09,1464,Odyssey15013
3/07/2024 23:25,8.55,856,Odyssey15014
3/07/2024 22:31,10.26,6023,Odyssey15003
3/07/2024 22:08,8.99,2254,Odyssey15002_location2
3/07/2024 21:33,6.4,1450,Odyssey15013
3/07/2024 21:25,8.87,871,Odyssey15014
3/07/2024 20:31,10.43,5893,Odyssey15003
3/07/2024 20:08,9.17,2186,Odyssey15002_location2
3/07/2024 19:33,6.75,1461,Odyssey15013
3/07/2024 19:25,9.24,863,Odyssey15014
3/07/2024 18:31,10.84,6039,Odyssey15003
3/07/2024 18:08,9.48,2182,Odyssey15002_location2
3/07/2024 17:33,8.55,1550,Odyssey15013
3/07/2024 17:25,9.68,856,Odyssey15014
3/07/2024 16:31,11.61,5430,Odyssey15003
3/07/2024 16:08,10.06,2107,Odyssey15002_location2
3/07/2024 15:33,12.09,1616,Odyssey15013
3/07/2024 15:25,9.85,846,Odyssey15014
3/07/2024 14:31,11.29,5843,Odyssey15003
3/07/2024 14:08,10.2,2048,Odyssey15002_location2
3/07/2024 13:33,12.57,1626,Odyssey15013
3/07/2024 13:25,9.42,846,Odyssey15014
3/07/2024 12:31,10.02,5513,Odyssey15003
3/07/2024 12:08,9.44,2120,Odyssey15002_location2
3/07/2024 11:33,11.14,1557,Odyssey15013
3/07/2024 11:25,8.63,903,Odyssey15014
3/07/2024 10:31,8.05,5500,Odyssey15003
3/07/2024 10:08,8.52,2325,Odyssey15002_location2
3/07/2024 9:33,8,1488,Odyssey15013
3/07/2024 9:25,7.91,960,Odyssey15014
3/07/2024 8:31,7.55,5318,Odyssey15003
3/07/2024 8:08,8.46,2123,Odyssey15002_location2
3/07/2024 7:33,6.29,1495,Odyssey15013
3/07/2024 7:25,8.01,945,Odyssey15014
3/07/2024 6:31,8.66,5897,Odyssey15003
3/07/2024 6:08,8.79,2114,Odyssey15002_location2
3/07/2024 5:33,6.98,1481,Odyssey15013
3/07/2024 5:25,8.36,945,Odyssey15014
3/07/2024 4:31,9.4,6042,Odyssey15003
3/07/2024 4:08,9.02,2078,Odyssey15002_location2
3/07/2024 3:33,7.54,1436,Odyssey15013
3/07/2024 3:25,8.75,931,Odyssey15014
3/07/2024 2:31,9.5,5944,Odyssey15003
3/07/2024 2:08,9.33,2078,Odyssey15002_location2
3/07/2024 1:33,8.23,1395,Odyssey15013
3/07/2024 1:25,9.12,945,Odyssey15014
3/07/2024 0:31,9.51,5972,Odyssey15003
3/07/2024 0:08,9.55,2074,Odyssey15002_location2
2/07/2024 23:33,8.82,1371,Odyssey15013
2/07/2024 23:25,9.37,963,Odyssey15014
2/07/2024 22:31,9.65,6029,Odyssey15003
2/07/2024 22:08,9.6,2074,Odyssey15002_location2
2/07/2024 21:33,8.94,1436,Odyssey15013
2/07/2024 21:25,9.45,967,Odyssey15014
